Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
List of Historical Resources,Main Street,510,Winnipeg City Hall,,"With the following exterior elements:Site and Courtyard:1) the two separate buildings with facing main entrances separated by an open courtyard;2) three-sided loggia created by the Administration Building;3) the three light standards with 5 white globes in the east and west plazas;4) the five globe light fixtures and matching plant brackets mounted on each of the south walls of single storey wings of the Administration Building;5) the ceiling mounted white cylinder lights in the U-shaped loggia;6) the twelve ceramic city crests around the face of the loggia;7) the free standing ""CITY HALL"" signs at the northeast and northwest corners of the Council Building; and8) the date stone tablet mounted in the east plaza entry stairwayCouncil Building:1) symmetrical, north-facing 2-storey structure with smooth-cut limestone cladding resting on a dark, polished granite base that includes built-in benches on the east and west sides;2) the modular composition of the smooth Tyndall stone cladding, glass block and dark granite plinth;3) the main (north) façade with its centrally-placed recessed entrance supported by a pair of thin columns and the unadorned window openings of the second storey;4) the east and west façades identically designed with colonnades of unadorned columns, large ground floor window openings partially filled with glass block and upper level openings shaded by bronze screens;5) the rear (south) façade with limestone walls interrupted by doorways fitted with bronze grating and two-storey windows filled with glass block;6) the varied roof height creating clerestory windows encircling the structure; and7) the flat, unadorned rooflineAdministration Building:1) symmetrical, south-facing seven-storey structure with smooth-cut limestone cladding and polished granite base with extended one-storey wings running south along the east and west sides;2) the modular composition of the smooth Tyndall stone cladding, glass block and dark granite plinth;3) the main (south) façade with recessed ground and second floors and upper storeys featuring a grid of wide horizontal limestone bands intersected by thinner vertical elements, charcoal-hued window accenting and thin window units set in glass block filled openings;4) identically designed side façades (east and west) with large openings on the second floor and centrally-placed window openings on all upper floors;5) the rear (north) façade with raised entrance and loading ramp on the ground floor, large second storey openings and upper floors of similar design to the front façade; 6) the flat, unadorned roofline; and7) the one-storey wings partially enclosing the courtyard with peristyle colonnades on the interior elevations and dark granite bases and large openings filled with thin clear glass and glass block on the exterior elevations and topped by modest limestone balustrades","With the following interior elements:Council Building:1) the main floor lobby with limestone walls, terrazzo floors, wood doors, and wood, glass and bronze accenting;2) central granite staircase with glass and bronze elements;3) wood office/meeting room doors with vertical strip accenting on both floors;4) the volume of space in the two-storey Council Chamber with public gallery seating in wood on two sides (east and west), clerestory windows, public entrances on the second floor and a ceremonial entrance through glass doors with bronze screens at the staircase landing;5) the gold 'mosaic' ceiling in the Council Chamber;6) the circular wood Councillors' table;7) the open second floor reception area with limestone finishes, clerestory windows & squared columns; 8) the original wood finishes of the second floor committee rooms;9) the metal pendant light fixtures in the north committee room and mayor's office; and10) the second floor ceiling lighting designed in 7 x 7 grids of recessed squares, each holding a fixture, with one grid within the Council Chamber and two lighting the staircase and 2nd floor reception areaAdministration Building:1) the main floor lobby with limestone, dark brick and wood panelled walls, terrazzo floors, wood doors, and bronze and glass accenting; 2) the second floor lobby, ante lobby and conference rooms with dark brick and wood panelled walls, terrazzo floors, wood doors, and bronze window frames and accents; and3) the upper floor office space with examples of the original wood and glass partitioning",05/01/2015,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-510-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-510-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154159&js=y,N/A,"(49.90003465976289, -97.13890371620052)",POINT (-97.138903716201 49.900034659763)
Commemorative List,Luxton Avenue,17,George & Esther A. Hartley House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=172189&js=y,N/A,"(49.92347830839547, -97.11391748996911)",POINT (-97.113917489969 49.923478308395)
List of Historical Resources,Elgin Avenue,319,Scott Fruit Company Warehouse,,,,08/06/2004,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Elgin319-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Elgin319-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=150282&js=y,III,"(49.90093836136477, -97.14135654467653)",POINT (-97.141356544677 49.900938361365)
List of Historical Resources,Provencher Boulevard,227,St. Boniface Police Station/Jail/County Courthouse,,"Site: 1) the yard setbacks along the north, east, and west; and 2) the open area to the south that faces onto the adjacent property with an open courtyard site. With the following exterior elements: 1) the one-storey, C-shaped building with a concrete and steel structural system on inset foundation walls, with irregular massing and predominately flat roofs and metal parapet flashing, accented with two raised and shed-sloped metal roofs above the north and south entrances, its main (south) façade facing towards Boulevard Provencher, the rear (north) façade facing Rue Dumoulin, the east façade facing Rue Langevin and the west façade facing the former St. Boniface Fire Hall and City Hall; 2) all exterior walls clad in pre-cast concrete panels with exposed limestone aggregate and deep reveals and with punched, rectilinear window openings with defined pre-cast concrete surrounds; 3) the south and north walls each featuring a recessed and raised main entry wall with deeply inset punched windows and a projecting entrance with a sloped metal roof above and with lower walls to the east and west that flank the raised entry wall; 4) the north wall with exterior concrete stairs, landings, and with guardrail walls and bollards and with a secondary entrance with a masonry canopy above;5) the west wall with its projecting entrance; 6) the east wall with vehicular ramp to basement garage doors each with a masonry canopy;7) the lower one-storey jail portion at the south east corner of the property with sloped walls and regularly spaced, small punched window openings on the east and west façades; and8) two raised skylights above the courtroom areas.With the following interior elements: 1) volume of space and limestone door accents of the entrance foyer; and2) volume of space and wood ceiling that frames the skylight in the west end courtroom.",,24/02/2022,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Provencher-227-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Provencher-227-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=70747&js=y,N/A,"(49.893432527030036, -97.1202351333978)",POINT (-97.120235133398 49.89343252703)
List of Historical Resources,Bannatyne Avenue,283,Travellers Building,1906,With the following interior elements:1) open cage elevator; 2) ornamental fireplace - 5th floor; and 3) internal staircase,,19/11/1979,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-283-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-283-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148132&js=y,II,"(49.898531305678155, -97.1412290511829)",POINT (-97.141229051183 49.898531305678)
List of Historical Resources,Lombard Avenue,80,Thomas Black Building,"1896, 1898 & 1907","With the following exterior elements:1) three and four-storey brick and stone building with flat roof located on the south side of Lombard Avenue, its main facade facing north onto Lombard Avenue, its east and rear (south) facing back lanes and its west facade facing a parking lot;2) west end of the north facade with its rough stone main floor cladding, metal grated raise basement windows, centrally-placed main entrance with its smooth stone pedimented frame, windows in arched openings with keystones, modest stone cornice, upper floors with windows in rectilinear openings, cornice dividing the third and fourth floors and top storey with attached, unfluted brick columns with modest capitals and a flat roof;3) the east end of the north facade with rough cut stone base, ornamental brick work around main floor openings, stone lug sills, radiating brick heads above the rectilinear windows openings and brick cornice with raised central area, corbelling and open geometric shapes;4) windows and doorways in arched and rectilinear openings on the east, south and west facades; and5) painted signage on the south and west facadesWith the following interior elements:1) heavy timber mill structural system;2) original metal-clad sliding fire doors; and3) ornamental tin ceiling",,17/01/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-80-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-80-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154111&js=y,N/A,"(49.895134668288286, -97.1336959545533)",POINT (-97.133695954553 49.895134668288)
Commemorative List,Queenston Street,245,Queenston School,1931,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=142040&js=y,N/A,"(49.870820396496065, -97.18707650546317)",POINT (-97.187076505463 49.870820396496)
List of Historical Resources,Sargent Avenue,845,No. 5 Firehall,,"With the following exterior elements:1) multi-storey building facing south with main façade fronting Sargent Avenue on the northwest corner of Burnell Street; 2) boxy, rectangular, structure with a low rusticated limestone base and common clay brick superstructure; 3) front (south) façade with four large arched equipment doors all topped by brick drip moulding and stone keystones, personnel entrance at east end topped by brick drip moulding and a stone keystone at a stone sign with the words ""FIRE STATION NO. 5"", a round bricked in opening with stone keystones at the four compass points, a front facing gable with a set of three square headed windows and a prominent hip roof; and 4) hose drying tower in the northeast corner with projecting brick corners, square headed windows with stone lug sills and heads and brick drip moulding with stone keystones, modest brick belt course, and an upper portion with pairs of arched windows with brick drip moulding and keystones on each side and corbelled brick leading to the heavy overhanging cornice and crenellated brick and stone parapetWith the following interior elements:1) volume of the ground floor equipment space, ornamental tin ceiling tile wall cladding and fireman's pole; and 2) second floor main hallway with wood baseboards and ornamental tin ceiling and metal and wood staircase to the attic",,10/12/2014,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Sargent-845-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Sargent-845-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=156036&js=y,N/A,"(49.897135626372425, -97.17088425328033)",POINT (-97.17088425328 49.897135626372)
List of Historical Resources,Lombard Avenue,167,Grain Exchange Building,1906,,,01/10/1992,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-167-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-167-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154119&js=y,II,"(49.89634320398714, -97.13683390348186)",POINT (-97.136833903482 49.896343203987)
List of Historical Resources,Scotia Street,442,Marymound School (St. Agnes Priory),,"With the following exterior elements:1) large rectangular west-facing Italianate style building with buff brick superstructure; 2) west facade with a projecting central tower featuring a recessed-arch entrance; 3) south facade with raised, projecting brick entrance flanked by stairs to the east and west, and accented with smooth-cut stone columns, brick drip mould, stone coping on the gable roof, with a stone cross at the peak; other facade detailing including a stone statue set within a niche; 4) window openings throughout including square-headed main floor windows, paired and arched second floor windows under a decorative brick arch, flanking an engaged stone column with stone sills, simple arched windows on the third floor; and 5) details throughout including patterned brickwork at the cornice, brick buttresses with stone heads and bases, stone belt courses, etc. With the following interior elements:1) entire front stairwell and wood finishes; and 2) ornamental finishes and stained glass of the second storey chapel area",,09/07/2012,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Scotia-442-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Scotia-442_Priory-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=125682&js=y,III,"(49.9400689879714, -97.10972255015234)",POINT (-97.109722550152 49.940068987971)
Commemorative List,Main Street,480,Ashdown's Hardware Store Annex,1952,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8707&js=y,N/A,"(49.898179471280706, -97.1397716629549)",POINT (-97.139771662955 49.898179471281)
Commemorative List,Kingsway,191,Fred J. Marrin House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=136715&js=y,N/A,"(49.872209723345776, -97.16851949159998)",POINT (-97.1685194916 49.872209723346)
Commemorative List,Alexander Avenue,311,Bemis Bag Company Building,1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146705&js=y,N/A,"(49.90298822615543, -97.13996451317134)",POINT (-97.139964513171 49.902988226155)
List of Historical Resources,Balmoral Street,56,H. E. Sharpe House,1906,,,02/04/1990,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Balmoral-56-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Balmoral-56-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128643&js=y,III,"(49.88339766712859, -97.15333701620658)",POINT (-97.153337016207 49.883397667129)
Commemorative List,De La Digue Avenue,35,Asile Richot (Behavioural Health Foundation Incorporated),1903 & 1911,"Behavioural Health Foundation Building (former Asile Ritchot), 3514 Pembina Highway, placed on Inventory by Historical Buildings Committee January 16, 2003",,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=194996&js=y,N/A,"(49.767771478638025, -97.15121974697662)",POINT (-97.151219746977 49.767771478638)
Commemorative List,Portage Avenue,575,Kirkwood Block (Club Morocco),1912,(575-581),,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155477&js=y,N/A,"(49.88950217162601, -97.15589285652251)",POINT (-97.155892856523 49.889502171626)
Commemorative List,Portage Avenue,1719,St. James Hotel,1928,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=183974&js=y,N/A,"(49.8795171418816, -97.20745948364575)",POINT (-97.207459483646 49.879517141882)
Commemorative List,Main Street,785,Sutherland (Cosmopolitan) Hotel,1900 & 1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=173226&js=y,N/A,"(49.90678877654114, -97.13348385830463)",POINT (-97.133483858305 49.906788776541)
Commemorative List,Ruskin Row,6,C.D. Stovel House,1910,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143307&js=y,N/A,"(49.87267825106427, -97.15977213587335)",POINT (-97.159772135873 49.872678251064)
Commemorative List,Lombard Avenue,153,Grain Exchange Building Annex,1920,,,,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-153-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-153-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154118&js=y,N/A,"(49.896299802071084, -97.13639024484846)",POINT (-97.136390244848 49.896299802071)
List of Historical Resources,Main Street,423,Canadian Wheat Board Building,1928,"With the following exterior elements:1) eight-storey stone clad office building built in two phases connected by a dark vertical band of polished granite and its main façades facing west onto Main Street and south onto McDermot Avenue; 2) north section with its symmetrical main (west) façade, two large, round arched windows in openings framing the multi-arched entrance with ornate, vertical embellishments with floral motifs and carved coats of arms of Manitoba (south) and Saskatchewan (north), topped by two more carved stone shields - coat of arms of Alberta (north) and ""CCWP"" (south) - upper floors divided into seven bays by buttress-like pilasters with windows in square openings and the top storey with windows in arched openings and a stepped parapet; 3) north section with its rear (east) brick façade with a door and windows in square-headed openings and lug sills and upper floors with windows in arched openings and lug sills; 4) north section with its north brick façade; 5) south section with main (west) façade with date stone in the southwest corner with ""1963"" and wheat sheaves engraved, ground floor openings divided into thin windows by vertical stone bands, upper floors divided by wide pilasters into five sections further divided into four window bays with wide stone panels at the top floor; 6) south façade with thin windows in openings on the ground floor and banks of windows in square-headed openings on the upper floors; and 7) rear (east) of the south section with its buttress-like pilasters and bays of windows in square-headed openingsWith the following interior elements:1) high ceilings supported by faceted concrete column grid with flared capitals; and 2) masonry load-bearing demising wall",,25/05/2015,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-423-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-423-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154150&js=y,N/A,"(49.89739062037787, -97.13838661828704)",POINT (-97.138386618287 49.897390620378)
Commemorative List,Middle Gate,40,E.R. Garvin House,1954,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139005&js=y,N/A,"(49.87757226998108, -97.15763051015846)",POINT (-97.157630510158 49.877572269981)
Commemorative List,East Gate,48,T.D. Robinson House,1896,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133551&js=y,N/A,"(49.87770914519159, -97.15613202831439)",POINT (-97.156132028314 49.877709145192)
List of Historical Resources,Main Street,272,Scott Block,1904,"With the following exterior elements:1) the east facing structure with main façade fronting Main Street; 2) irregular plan with window wells on the 2nd - 5th floors on the north and south façades; 3) the primary (east) façade featuring roughly dressed red (Port Wayne) sandstone, regularly placed square headed window openings on the second to fourth floors, and square headed and arched window openings on the fifth floor; 4) recessed main (east) storefront entrance with metal columns flanking the doorway; and 5) details throughout including regularly placed arched windows with roughly dressed limestone sills, loading bay on the rear (west) façade, etc.",,04/10/2012,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-272-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-272-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138302&js=y,III,"(49.892807910844, -97.13756970389312)",POINT (-97.137569703893 49.892807910844)
Commemorative List,Andrews Street,220,Hebrew Free School,1922,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=161356&js=y,N/A,"(49.91819456137802, -97.1452400036311)",POINT (-97.145240003631 49.918194561378)
Commemorative List,Middle Gate,43,T.A. Hurt House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139006&js=y,N/A,"(49.877860332064124, -97.15687880164175)",POINT (-97.156878801642 49.877860332064)
Commemorative List,Smith Street,83,F.S. Champion House (Lovat Apartment Annex),1889 & 1937,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143614&js=y,N/A,"(49.8872526811679, -97.13812440192778)",POINT (-97.138124401928 49.887252681168)
Commemorative List,Montrose Street,187,Ralph H. Moore House,1914,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139212&js=y,N/A,"(49.87274167489624, -97.17875888581239)",POINT (-97.178758885812 49.872741674896)
List of Historical Resources,Main Street,436,Former Bank of British North America (Newmac Building),1903,"With the following interior elements:1) original fabric of the main floor including entrance lobby, fan lights, staircase; and2) original plaster ceiling on the upper floors",,02/09/1997,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-436-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-436-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8705&js=y,II,"(49.89672509911511, -97.13931979211327)",POINT (-97.139319792113 49.896725099115)
List of Historical Resources,Pacific Avenue,145,Smart Bag Company Building,1906,"With the following exterior elements:Unless otherwise noted, all exterior elements pertain to all three main elevations, north, south and east-1) the north, south and east facing reinforced concrete warehouse; 2) the rusticated stone-clad base and dark brick upper floor cladding with stone accenting;3) the stone belt course above the fourth floor windows and the stone copping;4) original industrial sash windows on all levels including raised, square-headed basement openings, large ground floor elements and arched fourth floor windows with stone keystones;5) main entrances (two on the north façade and one on the south façade) featuring bull's eye windows above doors recessed in rusticated and smooth-cut ashlar, prominent surrounds and keystones; and 6) the deeply recessed square-headed loading bays on the south façadeWith the following interior elements:1) the columns with mushroom capitals on all levels",,28/01/2009,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Pacific145-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Pacific145-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=3441&js=y,III,"(49.900768401399375, -97.13438062945539)",POINT (-97.134380629455 49.900768401399)
List of Historical Resources,Doncaster Street,123,Manitoba Agricultural College Administration Building & Power House,1906 & 1921,"Administration Building:With the following exterior elements:1) large 3½-storey brick and stone building completed in 1906 on axis with the formal central gates at the south end of a large open space on the north side of Tuxedo Avenue west of Doncaster Street with its front facade facing an open field, its north facade facing Wellington Crescent, its east facade facing Doncaster Street and its west facade facing Edgeland Boulevard;2) the symmetrical front (south) facade with its rusticated stone clad raised basement, wide smooth-cut stone bands, light coloured brick laid with deep grooves on the ground floor, wide stone cornice separating the second and third floors, stone belt course as continuous sills for the third storey windows, rectilinear window openings throughout, centrally placed double-tiered stone entrance portico with Ionic order columns on the lower level supporting a curved pediment with carved stone detailing and second level with Doric order columns under a classically-detailed metal pediment with a circular opening, running moulds and scrollwork and stone balustrade, and low-pitched roof with complete entablature with metal cornice and cupola;3) the symmetrical north facade with its stone clad raised basement, brick superstructure with stone accenting and windows in rectilinear openings and one-storey stone entrance portico with Doric order columns; and4) the east and west facades with their stone clad raised basement, brick superstructure with stone accenting and windows in rectilinear openings.With the following interior elements:1) coved ceiling on main floor.Power House (1906):With the following exterior elements:1) one-storey brick and stone structure with its front facade facing the original Administration Building, its north facade facing Wellington Crescent, its east facade facing Doncaster Street and its south facade facing an open field; and 2) its west facade with its central, projecting gable area with fluted Doric pilasters, plain entablature and carved stone door head with the year ""1905"", windows in rectilinear openings and gable ends with stone capping and floriated stone scrolls at the four corners.With the following interior elements:1) nonePower House (1921):With the following exterior elements:1) one-storey brick and stone structure, its north facade facing Wellington Crescent, its east facade facing Doncaster Street and its south facade facing an open field and its west facade covered by an addition; and 2) three uncovered facades featuring brick walls with stone accenting, windows in arched openings and wide bracketed wooden eaves on the east slope of the gable roof.With the following interior elements:1) none",,09/04/2018,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Doncaster-123-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Doncaster-123-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=269249&js=y,N/A,"(49.8723149313077, -97.2092733988351)",POINT (-97.209273398835 49.872314931308)
List of Historical Resources,Boyle Street,43,Charles Ellis Boarding House,,"With the following exterior elements: 1) the large, wood clad structure resting on a raised rubblestone foundation at the foot of Boyle Street on the south side of Dewdney Avenue on the banks of the Red River; 2) the main (north) and west façades with their rectangular window openings with ornamental wood framing and gable ends with circular window, bargeboard and apex finial/pendant; 3) open, one-storey entrance porch in the northwest corner with corner post and turned wooden balusters; and 4) the south façade with its wood framed windows and two-storey bay with wood framed windows and roof embellished with bargeboard and finial/pendantWith the following interior elements: 1) main entrance door with transom and original hardware; 2) main staircase to the second floor with turned newel post and wood balustrade; 3) original light fixtures in the second floor hallway; and 4) details including ornamental woodwork on both the main and second levels: hardwood floors, wooden door and window frames, baseboards with inside corner posts and original doors",,03/03/2014,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Boyle43-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Boyle43-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=149096&js=y,III,"(49.90117844025368, -97.11572908553208)",POINT (-97.115729085532 49.901178440254)
List of Historical Resources,Market Avenue,112,Great West Saddlery Warehouse,1898,,,14/05/1990,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Market-112-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Market-112-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154194&js=y,III,"(49.89800237350838, -97.13489574628615)",POINT (-97.134895746286 49.898002373508)
Commemorative List,Manitoba Avenue,588,European Block (Obee's Steam Bath & Apartments),1914,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185136&js=y,N/A,"(49.91811635688586, -97.14777484042168)",POINT (-97.147774840422 49.918116356886)
List of Historical Resources,Donald Street,352,Canada Building,1910,,,12/09/2005,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Donald352-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Donald352-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=150006&js=y,III,"(49.8953562028911, -97.14475250483207)",POINT (-97.144752504832 49.895356202891)
List of Historical Resources,Main Street,594,Allman Block,1902,"With the following exterior elements: 1) the east-facing building located mid-block on Main Street and part of an historic streetscape; and 2) ornate roof with metal pediment, carved keystone and signage reading ""Allman Block""With the following interior elements:1) ornamental tin ceiling on the ground and second floors;2) entrance foyer in the southeast corner;3) main staircase including wood and tin accenting;4) original wood accenting in the hallways and offices on the second and third floors;5) period doors with original hardware and glass; and6) skylight on the third floor",,27/11/2014,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-594-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-594-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154166&js=y,N/A,"(49.902016289227156, -97.13680073278498)",POINT (-97.136800732785 49.902016289227)
List of Historical Resources,Garry Street,287,Garrick (Wellington) Hotel,1907,"With the following exterior elements:1) five-storey brick and stone building with flat roof located on the east side of Garry Street, its main facade facing west onto Garry Street, its north and south facades partially hidden by neighbouring buildings, and its east facades facing the back lane;2) the front (west) facade with ground floor clad in terra cotta with arched openings, rust-coloured brick upper floors with cream-coloured stone and terra cotta quoins, window sills, arched and pedimented heads, keystones, oversized brackets and enriched window frames and the flat roof with heavy overhanging cornice and parapet;3) the common clay brick walls of the north and south facades interrupted by shallow window wells; and4) the rear (east) facade with its dark brick walls, open metal fire escape and windows and doors in arched openings.With the following interior elements:1) none.",,11/04/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Garry-287-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Garry-287-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=134806&js=y,N/A,"(49.89375601549375, -97.14018513895603)",POINT (-97.140185138956 49.893756015494)
Commemorative List,Hugo Street N,230,Brentwood Lodge,1930,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=135980&js=y,N/A,"(49.87210027686415, -97.15158170281249)",POINT (-97.151581702812 49.872100276864)
Commemorative List,Wellington Crescent,657,William Andrew Windatt House,1903,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145755&js=y,N/A,"(49.87700539014927, -97.16650471432968)",POINT (-97.16650471433 49.877005390149)
Commemorative List,East Gate,39,A.H. Pulford House,1907,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133548&js=y,N/A,"(49.87819524886095, -97.1555627406772)",POINT (-97.155562740677 49.878195248861)
Commemorative List,Logan Avenue,376,Christ the King Ukrainian Catholic Church,1901,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=153868&js=y,N/A,"(49.90423050164624, -97.14190666225659)",POINT (-97.141906662257 49.904230501646)
List of Historical Resources,Lombard Avenue,177,Chamber of Commerce Building,1909,With the following interior elements: 1) entrance foyer and lobby on the main floor; 2) 2nd floor boardroom and adjoining office;3) stairway; and 4) 2nd floor lobby,,12/09/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-177-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Lombard-177-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154120&js=y,II,"(49.896495819188274, -97.13753615938688)",POINT (-97.137536159387 49.896495819188)
List of Historical Resources,Main Street,492,Macdonald Shoe Store,1894,,,28/03/1996,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main492-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-492-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154158&js=y,III,"(49.898481388229804, -97.13959612065382)",POINT (-97.139596120654 49.89848138823)
Commemorative List,Middle Gate,111,A.J. Long House,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139022&js=y,N/A,"(49.8761250540287, -97.15525023361309)",POINT (-97.155250233613 49.876125054029)
